address,name,rate,votes,location
"32/9, Near Mahadeshwara Layout Bus Stop, 16th Main, 15th Cross, 2nd Stage, BTM, Bangalore",Taste Of Kolkata,3.1,59,BTM
"21/22, Saifee Apartment, 5th Cross, 22nd Main Road, Near Rizwan Mazjid, Vinayaka Nagar, 5th Phase, JP Nagar, Bangalore",Y Not Restaurant,3.1,4,JP Nagar
"11, 24th Main, Ayodya Nagar, 5th Phase, JP Nagar, Bangalore",Meat And Eat,3.7,79,JP Nagar
"Gokul House 26, 19th Main, 7th Cross, Near Alliance University, NS Palya, 2nd Stage, BTM, Bangalore",China Town 07,0.0,0,BTM
"425, Ground Floor, 7th Cross, 8th Main, BTM, Bangalore",Modern Restaurant,3.0,17,BTM
"Food Court, Vega City Mall, 172/1, Srinivas Industrial Estate, NS Palya, Bannerghatta Road, Bangalore",Burrito Boys,3.0,6,Bannerghatta Road
"Sai Plaza, 7th Cross Road, 2nd Stage, BTM, Bangalore",Trippy Paradise,2.6,59,BTM
"16th Main Road, BTM, Bangalore",Biryani Magic,3.5,31,BTM
"174/1, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Nagarjuna,4.2,1278,Bannerghatta Road
"799, 7th Cross Road, 2nd Stage, Near Fooddays, BTM, Bangalore",Laddoos,3.4,276,BTM
"5, Groud Floor, Opposite Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Momo King,0.0,0,Bannerghatta Road
"92, 1st Floor, DSN Plaza, 1st Main Road, 7th Phase, JP Nagar, Bangalore",New Prashanth Hotel,3.1,64,JP Nagar
"22, Ground Floor, 7th Cross, 1st B Main, 2nd Stage, BTM, Bangalore",Waffle Stories,4.0,69,BTM
"1st Stage, Kumaraswamy Layout, Bangalore",Late Night,3.7,288,Kumaraswamy Layout
"Royal Meenakshi Mall, Bannerghatta Road, Bangalore",Waffle Walle,4.3,676,Bannerghatta Road
"53/1, 3rd Main Road, Dr. Vivekananda Layout, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",Dakshin Cafe,4.1,140,JP Nagar
"34, Ground Floor, 15th Cross, 4th Phase, JP Nagar, Bangalore",Shake It Off,4.0,65,JP Nagar
"Near Brigade Millennium, 7th Phase, JP Nagar, Bangalore",Bombay Kulfi,3.7,41,JP Nagar
"Food Court 3, 424/376/487, Royal Meenakshi Mall, Arakere, Bannerghatta Road, Bangalore",Chaat Central,3.3,4,Bannerghatta Road
"39, 15th Cross, Besides HDFC Bank, 4th Phase, JP Nagar, Bangalore",Two Friends Cauldron,4.1,448,JP Nagar
"458, 2nd Main Road, Mico Layout, Stage 1, BTM, Bangalore",Bun Town,4.0,203,BTM
"1210, 16th Main Road, Stage 2, BTM, Bangalore",Garden Fresh,3.9,50,BTM
"Shop 11, 24th Main Road, Ayodya Nagar, Phase 5, JP Nagar, Bangalore",Dhabeliwala,3.8,44,JP Nagar
"BTM Layout 2nd Stage, Opposite to Mico Layout Police Station, BTM, Bangalore",Rayaan's BBQ,3.3,6,BTM
"Durga Complex, Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road, Bangalore",Chaat Junction,3.7,49,Bannerghatta Road
"No 19/3C, Next to Krishna Kuteera Restaurant ,Avani Shringeri Nagar, Near Nano Hospital, Begur Hobli, Bangalore, Bannerghatta Road, Bangalore",Asharfilal,3.5,10,Bannerghatta Road
"Shop 10, 3rd Floor, Food Court, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Street Foods by Punjab Grill,3.6,19,Bannerghatta Road
"637, RBI Layout, RBI East Layout, JP Nagar 7th phase, JP Nagar, Bangalore",Tiwari's Ghee Paratha and Chats,3.2,6,JP Nagar
"993, 1st Floor, 4th Main, 1st Block, Royal Shelters, Stage 4, Bilekahalli, Kodichikkanahali",Spurthi Foods,3.7,71,BTM
"Woodrose club Brigade Millenium, 7th Main, JP Nagar, Bangalore",Melting Pot at Woodrose,3.7,19,JP Nagar
"7, Hulimavu Begur Main Road, Near DLF, Akshya Nagar, Yelenahalli Village, Bannerghatta Road, Bangalore",Pot Biryani,3.1,166,Bannerghatta Road
"766/A, 16th Main Road, 2nd Stage, BTM, Bangalore",Thanco's Natural Ice Cream,3.6,27,BTM
"57/1, 7th Main Road, Yellappa Layout, 2nd Stage, BTM, Bangalore",Dessi Cuppa,3.4,4,BTM
"6, Sri Krishna complex, Gaurav Nagar Bus Stand, 7th phase, JP Nagar, Bangalore",Halli Mane MUDDE OOTA,3.5,14,JP Nagar
"21, Saifee Apartment, 5th Cross, 22nd Main, Near Rizwan Mazjid, Vinayaka Nagar, 5th Phase, JP Nagar, Bangalore",Eat & Joy Restaurant,3.0,7,JP Nagar
"Next To Radiant Shine Apartment, Akshaya Nagar, Yellanahalli, Bannerghatta Road, Bangalore",Wow Vada Pav,3.3,46,Bannerghatta Road
"54 & 65, Marenahalli Village, Sarakki Layout, JP Nagar, Bangalore",The Jade Kitchen,4.0,116,JP Nagar
"No 5, BTM 2nd Stage,beside Indian oil petrol pump, Bangalore",Krishna Vaibhava,3.5,40,BTM
"669, Chatori Gali Food Street, Opposite Elita Apartments, RBI Layout, 7th Phase, JP Nagar",Sandwichwallas,3.6,32,JP Nagar
"54/55, 3rd Cross, Omkar Nagar, Arekere Gate, Bannerghatta Road, Bangalore",Drunken Monkey,4.4,288,Bannerghatta Road
"#2035, 26th Main, South F Cross, Opposite Ragi Gudda Temple, 9th Block, Jayanagar, Bangalore",Nandhanus Rasoi,3.4,9,Jayanagar
"No. 357/9, Opp DLF, New Town, Akshay Nagar, Bannerghatta Road, Bangalore",Donne Biriyani Mane,3.2,6,Bannerghatta Road
"Jambunagar 1st cross, 8th Phase, Opposite Water Tank, Near Jambusawaridinne Bus Stand, JP Nagar, Bangalore",Fish And Dish,3.6,22,JP Nagar
"17th Main Rd, BTM 2nd Stage, Kuvempu Nagar, BTM, Bangalore",Miss Momo,3.2,12,BTM
"746, 7th cross, 13th Main, BTM, Bangalore",Funky Punjab,3.9,124,BTM
"#16 and #17, RR Commercial Complex, Begur-Hulimavu Road, Opposite Village Hypermarket & Andhra Bank, Akshay Nagar, Bannerghatta Road, Bangalore",Chicken County Restaurant,3.5,10,Bannerghatta Road
"Shop 4 & 5, Vajrappa Building , Shantiniketan Main Road, Arekere, Bannerghatta Road, Bangalore",Velvet Kitchen,3.5,15,Bannerghatta Road
"193, N.S. Pallya, Bannerghatta Road, Bangalore",Hotel Aradhana,3.7,51,Bannerghatta Road
"11-12/49, First Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore",The Chervil,4.2,229,JP Nagar
"Building 58, New 3, A Main Road Marenahalli, JP Nagar, Bangalore",Eatsomnia,0.0,0,JP Nagar
"146, Marenahalli Road, 3rd Phase JP Nagar, Bangalore, Bengaluru",Sri Rajasthani Foods,3.6,8,JP Nagar
"8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",New Royal Treat,2.8,102,Bannerghatta Road
"14/1, 23rd Main Road, Nagaraja Garden, JP Nagar, Bangalore",I Cool,4.0,76,JP Nagar
"2, Near Brigade Millennium, Opposite RBI Layout Water Tank, 7th Phase, JP Nagar, Bangalore",The Kitchen,0.0,0,JP Nagar
"24th Main, 5th Phase, JP Nagar, Bangalore",Mahek Pizza,3.9,38,JP Nagar
"9, 24th Main, 4th Cross, Marenahalli Village, 2nd Phase, JP Nagar, Bangalore",Asha Sweets Centre,3.9,42,JP Nagar
"54/48, Shivani Building, Next to IBP Petrol Pump, 7th Phase, JP Nagar, Bangalore",KC Das- Sweet World,3.3,5,JP Nagar
"290, 15th Cross, 5th phase, JP Nagar, Bangalore",Stoned Monkey,3.9,239,JP Nagar
"746, 13th Main Road, 7th Cross Road, 2nd Stage, BTM, Bangalore",Panther Cafe,3.5,8,BTM
"8, 17th Cross, 15th Main Road, Nanjundeswara Layout, J P Nagar Phase 5, JP Nagar, Bangalore",Udupi Upachar,3.3,12,JP Nagar
"3957/1, Gottigere, Bannerghatta Road, Bangalore",Lassi Ghar,0.0,0,Bannerghatta Road
"Shop 73, 22nd cross, 16th Main BTM 2nd Stage, Near Royal Enfield Showroom, BTM, Bangalore",Authentic Aandhra,0.0,0,BTM
"QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Juicy Momos,3.1,21,Bannerghatta Road
"Phase 7, JP Nagar, Bangalore",Roots n Fruits,3.6,13,JP Nagar
"72/A, 3rd Floor, Bangalore 15th Cross Road 100 Feet Ring Road, JP Nagar, Bangalore",Kaizen Wellness Kitchen,3.7,37,JP Nagar
"116, Royal Residency, Near Sai Baba Temple, Bannerghatta Road, Bangalore",Big Mishra Pedha,3.3,7,Bannerghatta Road
"Opposite IBM, Near Big Bazar, Bannerghatta Road, Bangalore",Kolkata Famous Kati Rolls,3.1,25,Bannerghatta Road
"30, 33rd Main, 16th Cross, 6th Phase, JP Nagar, Bangalore",Vinaya Cafe,3.7,55,JP Nagar
"67, 13th Main, Mahadeshwara Nagar, NS Palya, 2nd Stage, BTM, Bangalore",RBP Greens Garden,2.7,48,BTM
"Near SNN Raj Serenity, Besides Medplus Off Begur Main Road, Bannerghatta Road, Bangalore",Dazu Momoz,3.1,8,Bannerghatta Road
"16th Main Road, 1st Stage, 1st Phase, BTM, Bangalore",Desi Dhaba,3.3,13,BTM
"4, South End B Road, 9th Block, JP Nagar, Bangalore",World of Waffles,3.9,178,JP Nagar
"Shop 2, Ground Floor, Shree Durga Complex, Nobel Residency Road, Off Begur Main Road, Bannerghatta Road, Bangalore",Pika's Kitchen,3.4,24,Bannerghatta Road
"Indira Gandhi Housing Colony, Arekere, Bannerghatta Road, Bengaluru",Lassi Cafe,3.4,16,Bannerghatta Road
"10/20, 100 Feet Ring Road, Next to HDFC Bank, Near 9th A Main, 1st Stage, BTM Layout, Bangalore",The London Shakes,0.0,0,BTM
"176/3, Bilekahalli, Dollars Layout, Bannerghata Main Road, JP Nagar 4th Phase, JP Nagar, Bangalore",New Mogul Empire,3.4,5,JP Nagar
"177, Kothanur Main Road, 8th Phase, JP Nagar, Bangalore",Atithi Biryani Corner,3.3,4,JP Nagar
"Opposite Shell Petrol Bunk, Gottigare Bannerghatta Road, Bangalore",Oottupura Family Restaurant,3.4,224,Bannerghatta Road
"Shop 3/4, 108, 4th Main, 3rd Cross, Arekere Mico Layout, 2nd Stage",Yumme Veg,3.6,14,Bannerghatta Road
"130/133, Aragini Comforts, 2nd Cross, Pai Layout, Hulimavu, Bannerghatta Road, Bangalore",Shree Guru Raghavendra Chats Chintamani Special,3.6,26,Bannerghatta Road
"744, 13th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",Vyanjan,3.9,199,BTM
"647, 5th Main Road, RBI Layout, 7th Phase, Opposite Elita Promenade, JP Nagar, Bangalore",Havmor,3.5,21,JP Nagar
"27, 7th Main, 2nd Stage, BTM, Bangalore",Sri Sankara Cafe,3.6,26,BTM
"Opposite Ranka Colony, Off Bannerghatta Road, Bangalore",Bhaijaan Barbeques,3.4,8,South Bangalore
"4, Survey 40/1, 2 & 5, Next To Metro, Jayachamarajendra Industrial Estate, Kanakapura Road, Bangalore",Sri Krishna Sagar,3.4,19,Kanakapura Road
"323, 29th Main Road, MCHS Colony, Stage 2, BTM, Bangalore",Chatter Platter,3.5,28,BTM
"86, 5th Main Road, Arekere MICO Layout 2nd stage, Bannerghatta Road, Bangalore",Bikaneri Sweets,3.4,19,Bannerghatta Road
"688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore",Watson's,4.0,1010,JP Nagar
"#01, 1st A Main BTM 2nd Stage, BTM, Bangalore",Sri Nandi Grand,3.4,6,BTM
"296, Ground Floor, 5th Phase, 100 Feet Outer Ring Road, JP Nagar, Bangalore",Chicken Man,3.8,72,JP Nagar
"15/1, 1st Stage, 8th Cross Road, BTM, Bangalore",Only Sharjah,0.0,0,BTM
"267, 10th Main, Shantiniketan Layout, 80 Feet Road, Sai Baba Temple road, Arakere, Bannerghatta Road, Bangalore",Chef Baker's,3.6,23,Bannerghatta Road
"Opposite Canara Bank, DLF Towers, Akshaya Nagar, Bannerghatta Road, Bangalore",Sree Ganesha Fruits & Juice,3.4,5,Bannerghatta Road
"1/1, LIC Building, Near RV Dental College, 24th Main, 1st Phase, JP Nagar, Bangalore",Goli Vada Pav No. 1,3.2,44,JP Nagar
"8 A, ANR Onyx, Near Shoppers Stop, Bannerghatta Road, Bangalore",Nandhana Palace,4.1,1000,Bannerghatta Road
"45, 14th Main, 7th Phase, JP Nagar, Bangalore",Happy Eats,0.0,0,JP Nagar
"202, 1st Main, 8th Cross, Lakshmi Layout, BTM Second Stage, N S Palya, Bannerghatta Road, Banglore",Biryani Nights,3.6,19,Bannerghatta Road
"3, Rajanna Building, Akshaya Nagar, Opposite Corporation Bank, Bangalore, Bannerghatta Road, Bangalore",Thejas Bhavan,3.5,27,Bannerghatta Road
"7th Main, 18th Cross NS Palya, 2nd Stage",Kababish Restaurant,3.6,15,BTM
"23, 19th Cross, 7th Main, NS Palya, BTM, Bengaluru",Graffitea,3.7,16,BTM
"Royal Meenakshi Mall, Hulimavu, Bannergatta Road, Bangalore",Gappe,3.8,32,Bannerghatta Road
"268, 6th Main, 2nd Stage, BTM, Bangalore",On The Nose,3.8,613,BTM
"121/10, Kothnur Main Road, Opposite Gourvanager Bus Stop, JP Nagar, Bangalore",Juicy & Spicy,3.1,4,JP Nagar
"Dr. Sheesha, 17/17, 24th Main Road, 1st Phase, JP Nagar, Bangalore, Opposite Shanti Sagar",Eat Repeat Express,3.2,20,JP Nagar
"38, Opposite to SBI Bank, Near Village Hyper Market, Akshay Nagar, Bannerghatta Road, Bangalore",TFI - The Fresh Ice Cream,3.2,41,Bannerghatta Road
"13/32A, 18th Main, 5 Phase, JP Nagar, Bangalore",Mirch Masala,3.4,6,JP Nagar
"148, 18th Main Road, 2nd Stage, BTM, Bangalore",Just Chill,3.4,54,BTM
"Plot 172/1, Kiosk P-K-03, Vega City Mall, Srinivas Industrial Estate, Dollar Layout, Stage 2, BTM Layout, Bannerghatta Road, Banglore",BEIR,0.0,0,Bannerghatta Road
"Near Elita Promenade Main Gate, 18th Main, Opposite RBI Layout, 7th Phase, JP Nagar, Bangalore",Bengalooru Tiffany's,3.0,38,JP Nagar
"Shop 26, Opposite Gopalan Innovation Mall, 2nd Stage, Bannerghatta Main Road, BTM, Bangalore",Udupi Thaja Thindi,2.9,42,BTM
"NS Palya, 4th Phase, Near Shoppers Stop, BTM, Bangalore",Baba Ka Dhaba,3.7,194,BTM
"Arakere Gate, Opposite Reliance Mart, Bannerghatta Road, Bangalore",Hot Burg,3.5,51,Bannerghatta Road
"9/1, Bilekahalli, Near IIM Bangalore, Bannerghatta Road, Bangalore",Northern Bites,3.3,50,Bannerghatta Road
"1365, 28th Main, 9th Block, Jayanagar, Bangalore",Hotel Smile,3.1,6,Jayanagar
"235, 31st Main Road, Opposite Siddeshwara Theatre, Phase 6, JP Nagar, Bangalore",Roll Wala,3.3,7,JP Nagar
"31, Near Corporation Bank, 60 Feet Road, Panduranga Nagar, Bannerghatta Road, Bangalore",Natural Ice Cream,4.3,423,Bannerghatta Road
"1345, Southend Main Road, 9th Block JP NAGAR Bangalore, Jayanagar, Bangalore",Biriyani Mane,3.7,158,Jayanagar
"Dodda Kamanahalli ,Near Maruthi Dentel College, Bannerghatta Road, Bangalore",F3 Food Fun Fiesta,3.3,31,Bannerghatta Road
"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore",Churchill's,4.1,1403,JP Nagar
"107, Puttenahalli Road, KR Layout, JP Nagar Phase 6, JP Nagar, Bangalore",Kulkarni's New Uttara Karnataka Food Speciality Stores,3.4,6,JP Nagar
"779, 16th Main, 14th Cross, Near Mico Layout Police Station, 2nd Stage, BTM, Bangalore",The Hungers Zone,3.8,57,BTM
"45/1, 45/2, Bangalore Central, 45th Cross, 9th Block, Jayanagar, Bangalore",The Chocolate Room,3.9,153,JP Nagar
"154/9, Bannerghatta Main Rd",Aramane Restaurant,2.9,90,Bannerghatta Road
"1st Floor, Vega City Mall, Srinivas Industrial Estate, Bilekahalli, Bannerghatta Road, Bangalore",Cookie Man,0.0,0,Bannerghatta Road
"24, Ground floor, 3rd B Cross Road, 18th Main Road, Kuvempu Nagar, Stage 2, BTM, Bangalore",Hunger2Eat,3.8,27,BTM
"7th Cross, Near ICICI Bank, 15th Main, 2nd Stage, BTM, Bangalore, Bengaluru",BBQ Ride 46,3.4,7,South Bangalore
"1, 1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",Bawarchi Inn,3.1,140,BTM
"294, 4th Floor, 7th Main, 7th Cross, Mico Employees Griha Nirmana Sangha Layout, 2nd Stage, BTM, Bangalore",Ruh's Cafe,4.1,463,BTM
"767-768, 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bangalore",Eatery Have U Been,3.4,36,BTM
"Near Reliance Mart, Shabari Complex, Arakere Mico Layout, Off B G Road, Bannerghatta Road, Bangalore",Mojo Pizza - 2X Toppings,4.2,384,Bannerghatta Road
"Opposite Gottigere Lake Road, Bannerghatta Road, Bangalore",Upahar Banashree,3.4,18,Bannerghatta Road
"No 4, Ground Floor, 29th Main Road, Kuvempu Nagar, Stage 2, BTM Layout, Bengaluru",Petoo,0.0,0,BTM
"Nandhini Hotel Road, KR Layout, Phase 6, JP Nagar, Bangalore",Me And My Cake,3.1,8,JP Nagar
"E/1/145 BTS layout, Arekere, Bannerghatta Road, Bangalore",Bhojon Tripti,2.9,24,Bannerghatta Road
"33, 15th Cross, 7th Main, 2nd Stage, BTM, Bangalore",New South Corner,3.7,20,BTM
"202, 6th Cross, Lakshmi Layout, Behind Arekere, Mico Layout, Bannerghatta Road, Bangalore",Khana Khazana,3.7,22,Bannerghatta Road
"1, 1st Floor, BTM Complex, 9th Main Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",China Tang,3.7,41,BTM
"14/1/148/2A, Ground Floor, Near HSBC, Bannerghatta Road, Bangalore",California Burrito,4.0,177,Bannerghatta Road
"24/3, 28th Main, 18th Cross, A R Layout, Near Royal School, 6th Phase JP Nagar, Bangalore",Hungry Haters,0.0,0,JP Nagar
"5, 100 Feet Ring Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",Tandoor Garden,3.6,70,BTM
"690/8, 14th Main, 15th Cross, 2nd Phase, JP Nagar, Bangalore",Caffe Pascucci,4.0,790,JP Nagar
"175/176, Bannerghatta Road, Bangalore",Meal Square,3.2,8,Bannerghatta Road
"135/15, 100 Feet Ring Road, 3rd Phase, JP Nagar, Bangalore",Chaitanya Cafe,3.9,92,JP Nagar
"Opposite Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Anand Sweets and Savouries,4.1,131,Bannerghatta Road
"99, 100ft Ring Road, 2nd Colony, 1st Stage, BTM, Bangalore",Tasty Jigarthanda,3.4,10,BTM
"1231/35/2, 24th Main, Opposite Brigade Palm Springs, 7th Phase, JP Nagar, Bangalore",Berrylicious,3.8,89,JP Nagar
"#6, 12th main, N.S Palya, lakeroad, BTM 2nd stage, Bangalore 560076",RCS Kitchen,3.3,34,BTM
"1424/81, 9th Block East, South End, A Cross, Jayanagar, Bangalore",Pappu Da Dhaba,3.0,57,Jayanagar
"Unit 19, 3rd Floor, 172/1, Vega City Mall, Bannerghatta Road, Bangalore",Smoke - The Sizzler House,3.8,92,Bannerghatta Road
"Door No 549, 9th Cross, JP Nagar 3rd Phase, Opposite Sneha Dentel Care, JP Nagar, Bangalore",Sandwich Shop,2.9,47,JP Nagar
"#16, 6th A Cross, 16th Main Road, Opposite Post Office, BTM Stage 2, BTM, Bangalore",Joon Restaurant,3.7,31,BTM
"26th A Main, 9th Block, Jayanagar, Bangalore",Shree Udupi Grand,3.8,14,Jayanagar
"5, 16th Main, 2nd Stage, BTM, Bangalore",Snack Knack,3.0,36,BTM
"55, 4th Floor, 15th Cross, 19th Main, 2nd Phase, JP Nagar, Bangalore",Chung Wah Opus,3.0,57,JP Nagar
"357/4, Suguma Nagar, Opposite DLF New Town, Begur Road, Bannerghatta Road, Bangalore",Chef & Dine,3.2,57,Bannerghatta Road
"123, Opposite Royal School, 5th Phase, 24th Main JP Nagar, Bangalore",Once In Nature,3.7,37,JP Nagar
"5th Main, Arekere Mico Layout, Bannerghatta Road, Bangalore",Manjushree Upahara,3.8,31,Bannerghatta Road
"Opposite Sai Baba Temple, 80 Feet Main Road, Arekere, Bannerghatta Road, Bangalore",Hotel Annapoorna,3.2,9,Bannerghatta Road
"103/25, 2nd Main Road, Puttenhalli, 7th Phase, JP Nagar, Bangalore",Dream a Dozen,4.3,133,JP Nagar
"989, Ambika Corner, DC Road, Off Bannerghatta Road, Bilekahalli, Bannerghatta Road, Bangalore",Bread Crumbs Bakery,4.0,164,Bannerghatta Road
"66, 1st Cross Road, KEB Colony, New Gurappana Palya, 1st Stage, BTM Layout, Bangalore",Armaani Caffe,3.5,12,BTM
"6, 80 Feet Road, Nyanappanahalli, Begur Post, Bannerghatta Road, Bangalore",Muddhe Bytes,3.4,9,Bannerghatta Road
"Shop 3, Building 58, Main Road Marenahalli, JP Nagar, Bangalore",The Paratha Stories,0.0,0,JP Nagar
"7 & 8, Kodichikkanahalli Main Road, Bommanahalli, Bangalore",Calvin's,0.0,0,Bommanahalli
"Near Nandi Deepa Apartment, Doddakammanahalli, Hulimavu, Bannerghatta Road, Bangalore",Yummy Momos,0.0,0,Bannerghatta Road
"Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",Bombay Kulfis,3.5,9,Bannerghatta Road
"23, 3rd Floor, 26th Main Road, Opposite Ragigudda Arch, 9th Block Jayanagar, Bangalore",Willys Top Cafe,4.0,308,Jayanagar
"4th Floor, Opposite Meenakshi Temple, Bannerghatta Road, Bangalore",Mist n Creams,3.7,15,Bannerghatta Road
"313, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Papacream,3.7,17,JP Nagar
"45/1-1, 100 Feet Road, 2nd Phase, JP Nagar, Bangalore",Woody's,2.6,208,JP Nagar
"35, 16th Main Road, Near Nico Layout, 2nd stage, BTM Bangalore",JP Fish Land,3.6,24,BTM
"8th Floor, Club House, SNN Raj Serenity Apartments, Koppa-Begur Main Road, Yelnahalli, Bannerghatta Road",Pepper Crown Restaurant,3.2,7,Bannerghatta Road
"206, 30th B Main Road, 6th Phase, JP Nagar, Bangalore",Pizza Paradise,3.6,59,JP Nagar
"48/4, Opposite Aikya Apartments, Chickakammanahalli, Hulimavu, Bannerghatta Road, Bangalore",The Curry Hut Plus,3.4,116,Bannerghatta Road
"75/1, Hulimavu Gate, Bannerghatta Road, Bangalore",Malabar Mess,3.7,43,Bannerghatta Road
"31/8, 1st Main Road, Bhavani Nagar, Suddagunte Palya, Bannerghatta Road, Bangalore",Malabar Cafe,3.3,4,Bannerghatta Road
"4th Floor, Food Court, Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",Tangra Indo - Chinese Cuisine,3.6,29,Jayanagar
"113, Kanak Arcade, 4th Phase, Dollars Layout Main Road, JP Nagar, Bangalore",Juice Junction,2.9,19,JP Nagar
"934, 16th Main Road, Mico Layout, Kuvempu Nagar, 2nd Stage, BTM, Bangalore",Xpress Chai,3.3,6,BTM
"16, Above Dominos Pizza, Arakere Gate, Bannerghatta Road, Bangalore",Zhangs Classic,2.6,170,Bannerghatta Road
"9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore.",Biryani Rooh-e-Khaas,0.0,0,Bannerghatta Road
"97/2, Gottigere, Bannerghatta Road, Bangalore",Guru Greens,3.8,89,Bannerghatta Road
"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",D View Cafe,4.0,507,JP Nagar
"80, Boss Square, Ground Floor, 1st Cross, 2nd Main, Vysya Bank Colony, 2nd Stage, BTM, Bangalore",The Cuboidal,3.6,16,BTM
"1, second floor, Hulimavu gate, Bannerghatta Road",Delifusion - Hunger Sorted,3.3,6,Bannerghatta Road
"727, 10th Main, 7th Cross, 2nd Stage, BTM Layout, BTM, Bangalore",Flavour of China,3.8,254,BTM
"157, Sai Krupa, 1St Cross A Main, Btm Layout, 1St Stage BTM, Bangalore",Al-Marhaba Restaurant,0.0,0,BTM
"56, 3rd Cross Road, R.K Colony, Marenahalli, 2nd Phase, JP Nagar, Bangalore",Gujrati Mess,3.6,18,JP Nagar
"77/4, 20th Cross, Kuvempu Nagar, BTM 2 Stage, Opposite Madiwala Lake Main Gate, BTM, Bangalore",Heaven 2 Oven,0.0,0,BTM
"Amoda Valmark Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road",Cake-O-Mania,3.4,7,Bannerghatta Road
"82/95 Basavanapura, Bannerghatta Road, Bangalore",The Park Inn Restaurant,3.0,18,Bannerghatta Road
"3rd Floor, Unit TF-K-02 Kiok Vega City Mall, Bannerghatta Road, Bangalore",Green Go,0.0,0,Bannerghatta Road
"Eagle Ridge Resort, Begur- Koppa Road, Near Bannerghatta Road, Bangalore",Eagle Ridge,3.2,8,Bannerghatta Road
"1693/A 17th Main Road, Marenahalli, 2nd phase JP Nagar, Bangalore",Vidya Cafe,3.2,4,JP Nagar
"90/3, Shiva Krupa, Opposite Syndicate Bank, Bilekahalli Bus Stop, Bannerghatta Road, Bangalore",Northern Bites,0.0,0,Bannerghatta Road
"Arekere Village, 80 Feet Road, Opposite Paramount Apartments, Bannerghatta Road, Bangalore",Kabab Treat,2.8,334,Bannerghatta Road
"1,15th Cross, 29th Main, Opposite BTM Park, Stage 2, BTM, Bangalore",Limra Hotel,3.3,26,BTM
"9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",Punjabi Unplugged,0.0,0,Bannerghatta Road
