index,name,online_order,book_table,rate,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),approx_cost
30361,DilliBite,1,0,3.5 ,33,82,73,1649,2,17,200.0
30362,Ghar Ka Khana,1,0,3.7 ,95,40,73,1585,2,17,150.0
30363,The Kitchen Bandit,1,0,3.2 ,42,41,36,791,2,17,350.0
30364,Zero Kelvin,1,0,4.3 ,169,43,37,1041,2,17,125.0
30365,AutoExpress - Hot Dogs,1,0,3.3 ,5,22,73,1092,2,17,100.0
30366,8 Slice,1,0,3.7 ,74,45,36,2018,2,17,100.0
30367,The Food Dude,1,0,3.9 ,179,45,36,1127,2,17,50.0
30368,Taza Khaana,1,0,3.1 ,175,22,36,778,2,17,200.0
30369,Mealsbaba,1,0,3.6 ,57,22,86,1585,2,17,150.0
30370,Donne Biriyani House,1,0,3.8 ,278,22,73,333,2,17,275.0
30372,Asia In A Box,1,0,3.2 ,5,40,86,2337,2,17,150.0
30374,Smoke Oil Salt,1,0,3.8 ,21,0,73,107,2,17,275.0
30376,Hunger Night King,1,0,3.6 ,115,41,36,1649,2,17,400.0
30378,Chef Master,1,0,3.8 ,76,31,73,1429,2,17,75.0
30379,David's Kitchen,1,0,3.6 ,14,0,73,1948,2,17,150.0
30381,Desi Vibes,1,0,3.7 ,46,0,24,1649,2,17,250.0
30382,Double Blend,1,0,3.6 ,11,0,85,293,2,17,200.0
30384,Soup Station,1,0,3.9 ,112,16,36,1277,2,17,325.0
30385,Friends Night Kitchen,1,0,3.8 ,110,45,86,1359,2,17,400.0
30386,The Kitchen Story,1,0,3.3 ,19,22,36,1649,2,17,350.0
30387,BIB - Breakfast in the Box,1,0,3.8 ,211,22,36,45,2,17,175.0
30388,Bhaijaan Barbeques,1,0,3.5 ,9,79,55,1550,2,17,150.0
30389,BBQ Ride 46,1,0,3.4 ,7,79,55,206,2,17,375.0
30391,Chination,1,0,3.5 ,4,43,36,700,2,17,250.0
30392,Chung Shan Chinese Restaurant,0,0,3.7 ,32,18,73,768,2,17,250.0
30393,Peppers,1,0,2.8 ,94,18,73,1649,2,17,75.0
30394,Zengi Pub & Restaurant,1,0,3.7 ,32,0,71,1216,2,17,100.0
30395,Bharat Kitchen,1,0,3.7 ,21,40,73,264,2,17,225.0
30397,Cupcake Noggins,0,0,4.1 ,724,43,38,1037,2,17,75.0
30398,Late Night,0,0,3.6 ,117,0,36,1649,2,17,150.0
30401,Jiyo Natural,0,0,3.6 ,14,79,36,1264,2,17,175.0
30402,Game Of Pizzas,0,0,3.6 ,16,43,36,1318,2,17,150.0
30403,Now Momos,0,0,3.4 ,11,46,73,748,2,17,200.0
30404,Sub Spot,0,0,3.3 ,4,45,36,2094,2,17,500.0
30408,Eat Well,0,0,3.0 ,34,45,73,778,2,17,200.0
30410,Pooja's Kitchen,0,0,3.7 ,17,47,36,282,2,17,275.0
30411,Parivaar,0,0,3.3 ,7,0,36,402,2,17,300.0
30413,Chawla's 2 Online.com,0,0,3.5 ,4,40,86,1585,2,17,300.0
30416,Hungry Nights,0,0,3.0 ,54,0,86,778,2,17,75.0
30419,NY8LIFE,0,0,3.2 ,4,0,36,1923,2,17,150.0
30420,Midnight Special,1,0,3.7 ,26,22,36,1825,2,17,75.0
30422,Navab's,0,0,3.6 ,9,43,36,1549,2,17,200.0
30424,Midnight Pizza Slurpp,0,0,3.7 ,99,43,36,1359,2,17,175.0
30432,Nutrition on Wheels,0,0,2.9 ,23,0,86,1249,2,17,125.0
30433,Kapoor's Biriyani,1,0,3.3 ,334,0,73,398,2,17,250.0
30435,Raj Darbar,1,0,3.7 ,47,45,24,1666,2,17,200.0
30436,Polamma's Mess,1,0,4.2 ,185,0,62,1670,2,17,300.0
30437,Kolkata Famous Katti Rolls,1,0,3.7 ,36,0,86,1182,2,17,375.0
30438,Juice Fresco & Pizza,0,0,3.4 ,12,29,75,319,2,17,700.0
30441,The Night Watch Express,1,0,3.0 ,53,40,86,1649,2,17,175.0
30442,The Midnight Kitchen,1,0,3.8 ,72,47,36,909,2,17,125.0
30443,Sunny's Kitchen,1,0,3.7 ,62,22,86,867,2,17,75.0
30444,Delicious Demons,1,0,3.3 ,26,40,36,866,2,17,150.0
30445,The Chaat Shop,0,0,3.2 ,9,0,73,2278,2,17,125.0
30446,Miss Momo,1,0,3.2 ,13,0,73,2354,2,17,125.0
30447,RCS Kitchen,1,0,3.4 ,35,0,73,866,2,17,250.0
30448,Crepe Nation,1,0,3.8 ,12,79,55,1144,2,17,175.0
30449,Halo Chef,1,0,3.9 ,144,43,36,1585,2,17,250.0
30450,Aaranya Restaurant,1,0,3.4 ,212,22,24,1734,2,17,350.0
30451,Allana Kabab,0,0,3.3 ,4,70,73,1585,2,17,400.0
30454,Gourmet Food Truck,1,0,3.8 ,17,79,55,700,2,17,75.0
30455,Red Bawarchi,1,0,3.0 ,20,46,36,358,2,17,400.0
30456,Queen Pearls,1,0,3.6 ,25,18,86,2018,2,17,250.0
30457,Dabba Karkhana,1,0,3.5 ,17,0,86,1585,2,17,400.0
30463,Al Habibi Restaurant,1,0,3.5 ,17,0,73,1649,2,17,250.0
30464,Punjabi Chulha,1,0,3.8 ,38,40,24,1585,2,17,125.0
30465,Ocean,1,0,3.8 ,215,45,24,1515,2,17,200.0
30468,Akshaya Grand,1,0,3.4 ,29,0,24,1585,2,17,75.0
30469,Kulfi & More,1,0,3.7 ,47,0,37,1297,2,17,100.0
30470,Nile Garden Restaurant,1,0,2.6 ,33,0,24,1826,2,17,550.0
30471,Maxpresso,0,0,4.1 ,324,46,16,487,2,17,150.0
30473,Billionaires Cafe,0,0,3.8 ,47,44,16,622,2,17,100.0
30474,Subham Pal Kitchen,1,0,3.3 ,10,40,73,1649,2,17,275.0
30475,Banana Beach Bar,1,1,3.7 ,1014,45,6,909,2,17,50.0
30476,The Kream Story,1,0,4.1 ,37,46,43,1055,2,17,250.0
30478,The Biriyani Factory,1,0,3.1 ,30,0,73,1623,2,17,50.0
30479,Berry'd Alive,1,0,4.3 ,1902,44,37,1035,2,17,300.0
30481,Guns N Roses,1,0,3.6 ,23,18,73,1109,2,17,250.0
30482,Sagar Fast Food,1,0,3.7 ,67,0,73,2184,2,17,50.0
30483,Siddique Kabab Centre,1,0,3.1 ,68,31,73,1565,2,17,225.0
30485,Kataria's Home Food,1,0,3.1 ,40,0,73,1649,2,17,200.0
30488,BMR Hyderabad Biryani,1,0,3.6 ,24,0,86,333,2,17,450.0
30489,Burger Lounge,1,0,3.6 ,75,44,73,458,2,17,225.0
30490,China Down Town,1,0,3.5 ,5,43,24,700,2,17,100.0
30492,Haji Ali Juice Centre,1,0,4.0 ,152,44,14,296,2,17,200.0
30493,1522 - The Pub,0,1,4.2 ,1741,43,68,728,2,17,350.0
30494,Barleyz,0,0,3.7 ,4652,45,61,1793,2,17,250.0
30495,Donne Biryani Mane,1,0,3.2 ,7,89,73,333,2,17,400.0
30497,Shri Vinayaka Ice N Juice,1,0,3.7 ,17,31,73,1102,2,17,375.0
30498,Upahara Sagar,0,0,2.9 ,25,31,73,2224,2,17,300.0
30499,M World Cafe,1,0,3.5 ,14,40,16,475,2,17,375.0
30500,Naati Biriyani,0,0,3.1 ,4,0,73,1398,2,17,350.0
30501,Namms Cafe,1,0,3.2 ,8,41,36,435,2,17,75.0
30502,Lucky's Biriyani Point,1,0,3.5 ,10,22,86,441,2,17,350.0
30503,Rayaan's BBQ,1,0,3.2 ,6,0,73,1608,2,17,375.0
30504,Pecos Hideout,0,1,4.0 ,169,0,6,1207,2,17,250.0
30505,Invitation Bar & Restaurant,0,0,3.0 ,15,0,6,1585,2,17,150.0
30507,The Retro,1,0,3.2 ,47,46,73,719,2,17,275.0
30511,Namaste Kitchen,1,0,3.8 ,172,44,24,1948,2,17,100.0
30515,TangyLicious,1,0,2.6 ,16,0,86,1092,2,17,250.0
30516,India On Wheels,1,0,3.6 ,11,42,36,1585,2,17,200.0
30519,Tella Tales,1,0,4.2 ,414,44,16,590,2,17,150.0
30520,Eat Street,0,0,4.2 ,1534,45,73,1715,2,17,200.0
30521,Agarwal Food Service,1,0,3.5 ,16,22,36,1670,2,17,700.0
30523,Pot-O-Noodles,0,1,4.3 ,164,43,24,708,2,17,75.0
30524,Stoked!,0,0,4.3 ,294,43,16,641,2,17,400.0
30525,Anjappar,0,0,3.9 ,1160,43,24,696,2,17,400.0
30526,Bundar,0,0,4.1 ,2449,45,16,520,2,17,325.0
30527,Nandhana Palace,0,1,4.1 ,811,43,25,59,2,17,375.0
30528,Enerjuvate Studio & Cafe,1,1,4.4 ,466,43,16,561,2,17,600.0
30529,Baba Da Dhaba,0,1,4.1 ,450,46,24,1585,2,17,350.0
30530,Jose's Mess,0,0,4.3 ,317,0,62,1445,2,17,300.0
30531,Johnny Fox,0,0,3.9 ,70,25,6,1649,2,17,900.0
30532,Amaravati,0,0,3.6 ,39,0,73,1649,2,17,300.0
30533,Natural Ice Cream,0,0,4.5 ,941,40,37,1297,2,17,350.0
30534,King Punjabi Restaurant,0,0,3.8 ,52,0,73,1585,2,17,250.0
30535,Thottathil Restaurant,0,0,3.8 ,69,0,73,1445,2,17,150.0
30536,The ThickShake Factory,0,0,4.3 ,236,46,11,307,2,17,200.0
30537,Bengali Fun Foods,1,1,3.9 ,65,0,24,272,2,17,150.0
30538,Navya Andhra Style Restaurant,0,0,3.5 ,12,25,36,1935,2,17,50.0
30539,B2D Indori Dhaba,0,0,3.3 ,4,0,73,1585,2,17,250.0
30540,Hyderabad Bawarchi,0,0,3.9 ,118,31,24,1629,2,17,200.0
30541,Malabar Cafe,1,0,3.3 ,4,3,73,2211,2,17,300.0
30543,Al Hayath,0,0,3.5 ,16,0,73,1649,2,17,200.0
30545,Mojo Pizza - 2X Toppings,1,0,4.3 ,34,0,73,2018,2,17,450.0
30546,PORKEATS,0,0,3.4 ,6,45,73,1243,2,17,200.0
30547,Gundappa Donne Biryani,0,0,3.1 ,117,46,73,333,2,17,100.0
30548,Hungry Lee,0,0,4.1 ,357,0,73,841,2,17,100.0
30549,Mars Chicken Delight,0,0,3.7 ,107,40,24,1673,2,17,350.0
30550,Al-Madina,0,0,3.3 ,8,0,86,1649,2,17,125.0
30551,Rolls On Wheels,0,0,3.4 ,16,0,73,1185,2,17,550.0
30552,Ambur Biryani,0,0,3.5 ,17,42,73,348,2,17,200.0
30553,Falahaar,0,0,3.9 ,154,45,73,1995,2,17,275.0
30555,Yeti,0,0,3.7 ,22,0,77,1147,2,17,325.0
30556,Juicemaker,0,0,3.9 ,164,47,11,293,2,17,500.0
30557,Chopserve,0,0,3.7 ,19,40,86,206,2,17,750.0
30558,Bisimillah Biriyani,0,0,3.5 ,11,0,73,366,2,17,250.0
30559,Lakeview Milkbar,0,0,3.8 ,291,47,40,1052,2,17,500.0
30560,Avon Bar & Kitchen,0,0,3.7 ,105,0,24,69,2,17,200.0
30561,Bansuri Sweets,0,0,3.7 ,73,45,84,1526,2,17,425.0
30562,Chocolat Boulangerie Patisserie,0,0,4.1 ,445,43,37,229,2,17,300.0
30563,Jai Jinendra,0,0,4.0 ,98,45,73,2281,2,17,250.0
30565,Hotel Darshan Paradise,1,0,3.6 ,15,0,73,1649,2,17,500.0
30568,Cafe Arabica,0,0,3.8 ,69,3,17,497,2,17,350.0
30569,The Chocolate Room,0,0,3.8 ,63,46,17,589,2,17,225.0
30572,Mast Kalandar,0,0,2.5 ,547,43,24,1585,2,17,200.0
30573,Eat N Drink,0,0,3.8 ,87,0,73,1092,2,17,200.0
30574,The Donut Baker,0,0,3.8 ,62,46,3,1035,2,17,300.0
30576,Mini Adiga's,0,0,2.8 ,27,0,73,2241,2,17,175.0
30577,V.S. Garden Restaurant,0,0,3.5 ,17,18,24,1649,2,17,200.0
30578,Food Theory,0,0,2.6 ,56,22,36,414,2,17,250.0
30579,Champaran Spice,0,0,3.4 ,6,0,73,1585,2,17,350.0
30580,French Bakery,0,0,3.3 ,7,0,36,1038,2,17,500.0
30583,Jeevika Donne Biryani,0,0,3.4 ,8,47,73,352,2,17,250.0
30584,Bisimillah Biriyani's & Kebab's,0,0,3.3 ,6,0,73,366,2,17,125.0
30586,Hungry Paunch,0,0,4.0 ,203,45,54,259,2,17,300.0
30587,The Cheesecake Corner,0,0,3.7 ,48,0,86,1035,2,17,275.0
30590,Meal In A Box,0,0,3.6 ,15,46,36,2278,2,17,250.0
30591,Candy Cake,0,0,3.4 ,6,0,0,222,2,17,200.0
30593,Daily Bread,0,0,2.7 ,53,43,5,246,2,17,250.0
30596,Pai's Kitchen,0,0,3.5 ,12,41,73,2149,2,17,400.0
30597,Punjabi Daawat,0,0,2.4 ,221,0,73,1585,2,17,150.0
30599,Chettinad Food House,0,0,3.1 ,7,0,73,2175,2,17,700.0
30600,RP Sweets,0,0,3.4 ,9,0,83,1520,2,17,350.0
30601,NGV Fast Food,0,0,3.5 ,8,45,73,1819,2,17,400.0
30602,Delhi Home Food,0,0,3.3 ,5,40,73,1935,2,17,250.0
30603,Uncle's Kitchen,0,0,3.3 ,6,0,73,1700,2,17,50.0
30606,Big Bowl Theory,0,0,3.1 ,27,39,36,866,2,17,200.0
30607,Kaaka T Cafe,0,0,3.5 ,6,0,73,1092,2,17,75.0
30608,Melt,0,0,4.0 ,115,0,24,1029,2,17,125.0
30609,Food Junction,0,0,3.5 ,42,0,73,1774,2,17,250.0
30615,Dum & Oven,0,0,3.7 ,29,22,24,1843,2,17,650.0
30616,Happy Plate,0,0,3.6 ,54,45,73,1764,2,17,175.0
30617,Neer Dosa Fish Land,0,0,3.6 ,39,0,24,2128,2,17,325.0
30618,Hunger Meals,0,0,3.8 ,31,43,36,2223,2,17,150.0
30619,Kebab Ganj,0,0,3.4 ,7,45,36,1404,2,17,175.0
30620,Little Shangai,0,0,3.3 ,4,3,50,791,2,17,175.0
30621,The Choux Box,0,0,3.5 ,11,45,86,1037,2,17,225.0
30622,Nightfork,0,0,3.7 ,126,45,36,718,2,17,250.0
30623,Mysore Carnival Restaurant,0,0,3.8 ,14,45,73,763,2,17,300.0
30624,Dash In,0,0,3.1 ,53,0,24,1724,2,17,200.0
30625,The Breakfast Truck,0,0,3.8 ,65,45,73,866,2,17,750.0
30626,Bruncherz,0,0,3.5 ,15,0,73,1649,2,17,150.0
30627,De Street Cafe,0,0,3.6 ,61,0,16,475,2,17,250.0
30628,Cafe Hush,0,0,3.6 ,22,0,16,597,2,17,200.0
30629,What the Food,0,0,3.6 ,38,0,73,1700,2,17,200.0
30630,Straight From The Heart,0,0,3.4 ,5,45,0,230,2,17,150.0
30631,Delightz,0,0,4.0 ,40,45,37,1055,2,17,200.0
30632,Martino's,0,0,3.6 ,30,40,73,1359,2,17,50.0
30633,The Fresh Factor,0,0,3.1 ,14,45,73,1392,2,17,75.0
30634,NV Patisserie,0,0,3.6 ,10,40,86,1037,2,17,200.0
30635,Hotel Thazooq,0,0,3.3 ,6,40,73,1670,2,17,225.0
30637,Banashankari Donne Biriyani,0,0,3.3 ,4,46,73,2160,2,17,100.0
30639,Hunger Buds,0,0,3.5 ,10,0,73,1585,2,17,250.0
30640,So-Fat's Dosas,0,0,3.8 ,43,0,73,2149,2,17,200.0
30641,Box of Biryani,0,0,3.5 ,9,45,36,415,2,17,200.0
30642,Tandoor-De-Naal,0,0,3.8 ,35,0,86,1092,2,17,300.0
30643,Tummy Delight,0,0,3.5 ,16,0,73,1585,2,17,50.0
30645,The Night King,0,0,3.3 ,4,46,86,1649,2,17,50.0
30647,Maven Foods,0,0,3.6 ,12,43,73,1007,2,17,50.0
30648,New Farm Fresh,0,0,3.6 ,34,0,73,1359,2,17,300.0
30649,Fetchpod Cafe,0,0,2.9 ,12,45,16,661,2,17,200.0
30650,Urban Spice,1,0,3.6 ,23,18,24,1684,2,17,200.0
30651,Big Box Theory,0,0,3.6 ,11,18,36,2089,2,17,150.0
30653,The Sweet Spot,0,0,4.0 ,157,45,37,1035,2,17,125.0
30654,RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,0,0,3.7 ,13,43,37,1035,2,17,150.0
30655,Ambur Hot Dum Biryani,0,0,3.3 ,8,18,73,333,2,17,250.0
30657,Hotel Oottupura,0,0,3.6 ,21,18,73,2149,2,17,325.0
30658,Amrutha Mess,0,0,3.4 ,6,0,73,1406,2,17,150.0
30659,La Mirch,0,0,3.1 ,6,40,36,1855,2,17,50.0
30660,Two States,0,0,3.4 ,5,0,73,1969,2,17,200.0
30674,Ambur Hot Dum Biryani,0,0,3.5 ,21,0,73,333,2,17,500.0
30675,Singh Punjabi Dhaba,0,0,3.8 ,67,0,73,1649,2,17,275.0
30676,Dine in Restaurant,0,0,3.4 ,7,0,73,2224,2,17,400.0
30679,Big Foody's,0,0,3.2 ,4,47,36,1764,2,17,75.0
30680,BongHomie,0,0,3.4 ,10,0,86,272,2,17,150.0
30682,Adithya Family Restaurant,0,0,3.7 ,27,0,73,2149,2,17,200.0
30683,Ambur Azad Darbar,0,0,3.1 ,6,0,73,1822,2,17,75.0
30684,Ambur Biriyani Point,0,0,3.6 ,26,0,73,333,2,17,150.0
30685,Oggarne,0,0,3.2 ,13,89,86,2224,2,17,125.0
30686,Amravathi Restaurants & Caterers,0,0,3.1 ,6,0,73,1649,2,17,100.0
30687,Cakes and Moulds,0,0,3.6 ,19,40,0,230,2,17,425.0
30688,Jadoo Ka Dabba,0,0,3.6 ,20,42,36,1649,2,17,225.0
30689,Chaai Resto,0,0,3.6 ,54,45,14,2329,2,17,200.0
30690,Pockets and Bowls,0,0,3.3 ,5,42,36,886,2,17,250.0
30692,Y Not Shawarma,0,0,3.5 ,10,0,73,107,2,17,250.0
30696,Grand Chillies,0,0,3.4 ,7,22,73,1670,2,17,350.0
30699,New Ambur Dum Biryani,0,0,3.2 ,7,40,73,379,2,17,350.0
30701,Brew Cafe,0,0,3.2 ,4,0,73,1092,2,17,100.0
30716,Kitchen's Sea Food Restaurant,0,0,3.4 ,9,47,86,2135,2,17,125.0
30723,Navaneetha,0,0,3.3 ,4,47,73,66,2,17,150.0
30724,Delly Belly,0,0,3.2 ,5,45,36,1883,2,17,100.0
30725,Shater Grill House,0,0,3.5 ,8,0,24,1597,2,17,100.0
30726,Coal Grill & Cafe,0,0,3.3 ,8,0,73,107,2,17,150.0
30736,Creme & Cheese,0,0,3.8 ,18,43,86,1035,2,17,175.0
30738,Mr. Meow's Hotdogs,0,0,3.5 ,7,45,54,1092,2,17,50.0
30739,Homfrez.com,0,0,3.4 ,9,40,36,346,2,17,300.0
30741,Blu Dale Fast Food,0,0,3.3 ,7,18,73,779,2,17,400.0
30742,Victoria Terminus,0,0,3.4 ,6,18,73,1163,2,17,200.0
30747,Rice and Rolls,0,0,2.7 ,61,45,73,114,2,17,200.0
30749,Holiday Fast Food,0,0,3.4 ,21,18,73,1446,2,17,175.0
30752,Svadu Sweets,0,0,3.3 ,6,0,82,2302,2,17,200.0
30754,Desi Bites,0,0,3.3 ,4,3,50,2278,2,17,250.0
30757,Shangai Sun,0,0,3.4 ,12,0,86,166,2,17,150.0
30796,Mongolian Kitchen,0,0,3.8 ,30,0,73,773,2,17,175.0
30797,Grill N Chill,0,0,3.1 ,17,0,73,1649,2,17,200.0
30799,Hotel Marina,0,0,2.8 ,26,45,73,1760,2,17,150.0
30800,The 90s Hash House,0,0,3.8 ,63,0,16,475,2,17,150.0
30801,Marunadan Kada,0,0,3.3 ,6,0,73,1453,2,17,200.0
30809,Kerala Mess,1,0,3.4 ,19,40,73,1406,2,17,250.0
30810,Adithya,1,0,3.2 ,9,31,73,1649,2,17,200.0
30811,Sreeraj Lassi Bar,1,0,4.0 ,87,0,11,283,2,17,250.0
30812,Tawa,1,0,3.4 ,25,40,73,1585,2,17,300.0
30813,Hotel Palace,1,0,3.7 ,25,22,73,348,2,17,500.0
30814,Sk Grand Hotel,0,0,3.2 ,6,31,73,2149,2,17,125.0
30815,Kebarbiq,0,0,4.0 ,138,46,24,1601,2,17,100.0
30816,Swad Plaza,1,0,3.4 ,6,0,73,1649,2,17,300.0
30818,Intriicake,1,0,3.8 ,34,22,74,236,2,17,100.0
30819,Desi Vdesi,1,0,3.8 ,50,0,73,1174,2,17,150.0
30820,Me And My Cake,0,0,3.2 ,4,7,85,230,2,17,300.0
30821,Pakiza Dilli Darbar Restaurant,1,0,3.2 ,13,0,73,333,2,17,200.0
30824,Aroma Fine Dine,1,1,4.0 ,126,22,24,1901,2,17,150.0
30825,Just Sandwiches,1,0,3.6 ,10,0,73,2095,2,17,300.0
30826,Juice Lounge,1,0,3.1 ,28,0,11,302,2,17,400.0
30828,Tandoor Nation,1,0,3.0 ,39,0,73,1649,2,17,225.0
30829,Indian Kitchen Eateries-IKE,1,0,3.4 ,8,0,73,1092,2,17,300.0
30830,Kickin Burger,1,0,3.1 ,22,31,73,1092,2,17,250.0
30831,Rimo,1,0,3.9 ,44,44,73,2350,2,17,200.0
30832,Shabari Kitchen,1,0,3.5 ,16,40,73,2176,2,17,225.0
30833,#L-81 Cafe,1,0,3.9 ,48,22,73,1102,2,17,150.0
30834,HungerLoft,1,0,2.5 ,109,0,24,1654,2,17,300.0
30838,Hot Cross Bun,1,0,3.3 ,4,45,86,1092,2,17,150.0
30842,Natuna Seafood House,1,0,4.1 ,76,44,73,2105,2,17,150.0
30843,House Of Wholewheat,1,0,3.1 ,6,40,0,230,2,17,300.0
30844,Eat Sleep Eat Repeat,1,0,3.5 ,16,44,73,789,2,17,150.0
30846,Cilantro,1,1,4.0 ,281,43,25,1075,2,17,150.0
30847,Deccan Spices,1,0,3.7 ,24,70,73,396,2,17,200.0
30848,Hot & Cold Hut,1,0,3.0 ,46,43,73,1183,2,17,100.0
30849,Desserts Tree,1,0,3.8 ,87,40,83,1522,2,17,150.0
30850,Om Sweets & Snacks,0,0,3.9 ,34,44,83,1528,2,17,250.0
30852,The Duke of Juices,1,0,2.8 ,5,22,73,1382,2,17,
30854,Bullet Biryani,1,0,3.2 ,9,0,86,333,2,17,225.0
30856,Kakatiya's,1,0,3.1 ,6,22,73,2160,2,17,225.0
30860,Biryani Spot,1,0,3.5 ,9,0,73,2160,2,17,200.0
30862,Pabrai's Fresh & Naturelle Icecreams,1,0,3.9 ,128,44,37,1302,2,17,100.0
30863,Bowlful,1,0,3.6 ,12,16,86,1585,2,17,150.0
30864,Cafe Jezve,1,0,3.8 ,18,44,16,475,2,17,250.0
30865,Hungry Birds,1,0,3.2 ,6,46,36,700,2,17,200.0
30866,Insta Cafe,1,0,2.9 ,7,0,16,577,2,17,200.0
30868,Bhandary's Kitchen,1,0,3.6 ,16,46,36,1585,2,17,200.0
30869,Bajji House,1,0,3.5 ,7,22,73,2278,2,17,40.0
30870,Deja Vu Resto Bar,1,1,4.4 ,2510,3,68,1845,2,17,175.0
30872,Cafe Mist,1,0,3.8 ,187,29,16,483,2,17,200.0
30873,Kurtoskalacs,0,0,4.6 ,268,44,43,1055,3,17,225.0
30874,Bonsouth,1,1,4.2 ,2620,44,24,692,3,17,175.0
30875,Sixth Avenue Cafe And Patisserie,0,0,4.4 ,174,44,20,634,3,17,175.0
30876,Stoner,1,0,4.5 ,2620,44,40,1301,3,17,100.0
30877,XO Belgian Waffle,1,0,4.6 ,834,44,37,1041,3,17,125.0
30878,Roundup Cafe,1,1,4.2 ,496,44,16,546,3,17,350.0
30879,Art of Delight,0,0,4.3 ,450,44,37,1304,3,17,400.0
30880,Corner House Ice Cream,1,0,4.6 ,277,44,37,1302,3,17,250.0
30881,Anand Sweets And Savouries,1,0,4.2 ,1077,44,83,1531,3,17,200.0
30882,Krem,1,0,4.1 ,61,44,37,1061,3,17,150.0
30883,eat.fit,1,0,4.6 ,155,44,36,1267,3,17,150.0
30884,99 Pancakes,1,0,4.5 ,344,44,40,1047,3,17,600.0
30885,Berry'd Alive,1,0,4.3 ,1902,44,37,1035,3,17,150.0
30886,Smally's Resto Cafe,1,1,4.2 ,1704,44,16,626,3,17,150.0
30887,Frozen Bottle,1,0,4.1 ,240,44,11,291,3,17,300.0
30888,The Marash,1,0,4.3 ,67,44,37,2361,3,17,325.0
30889,Belgian Waffle Factory,1,0,4.8 ,189,44,37,1035,3,17,150.0
30890,Fresh Pressery Cafe,1,0,4.1 ,141,44,16,619,3,17,250.0
30891,Cream Stone,1,0,4.2 ,340,44,37,1041,3,17,350.0
30892,The Belgian Waffle Co.,1,0,4.2 ,180,44,37,1041,3,17,125.0
30893,Brownie Heaven,1,0,3.9 ,18,44,37,1035,3,17,75.0
30894,Cream Chemistry,1,0,3.9 ,231,44,37,1302,3,17,150.0
30895,Pabrai's Fresh & Naturelle Icecreams,1,0,3.9 ,128,44,37,1302,3,17,125.0
30896,Just Bake,1,0,3.8 ,123,44,0,230,3,17,150.0
30897,Om Sweets & Snacks,0,0,3.9 ,34,44,83,1528,3,17,125.0
30898,Haji Ali Juice Centre,1,0,4.0 ,152,44,14,296,3,17,125.0
30899,Keventers,1,0,4.0 ,169,44,13,1046,3,17,100.0
30900,Lassi Shop,1,0,4.0 ,211,44,11,303,3,17,250.0
30901,Juicy,0,0,3.9 ,43,44,11,309,3,17,150.0
30902,The French Loaf,0,0,3.8 ,34,44,0,237,3,17,325.0
30903,WAFL Co,1,0,4.2 ,53,44,37,1041,3,17,200.0
30904,Lassi Corner,1,0,3.5 ,16,44,11,289,3,17,250.0
30905,Cakes & Candles,1,0,3.1 ,11,44,3,230,3,17,100.0
30906,Gelato Italiano,1,0,3.9 ,110,44,37,1296,3,17,300.0
30907,Karachi Bakery,1,0,3.4 ,7,44,0,230,3,17,350.0
30908,Black Deer,1,0,4.4 ,149,44,86,289,3,17,175.0
30909,The Waffles Hut,1,0,3.8 ,23,44,37,1035,3,17,100.0
30910,Bombay Kulfis,1,0,3.9 ,27,44,37,1295,3,17,300.0
30911,Uday Sweets,1,0,3.8 ,34,44,83,1524,3,17,150.0
30912,Apsara Ice Cream,0,0,4.1 ,145,44,37,1295,3,17,225.0
30913,Arafa Juice Center,0,0,3.5 ,10,44,73,1384,3,17,250.0
30914,Niice Cream,0,0,3.8 ,38,44,37,1298,3,17,175.0
30915,FrostBite,0,0,3.5 ,15,44,43,1055,3,17,125.0
30918,Calvin's,1,0,3.8 ,433,44,43,1035,3,17,250.0
30919,The Bier Library,1,1,4.3 ,563,45,65,1005,3,17,150.0
30920,Onesta,1,1,4.4 ,9079,43,26,2028,3,17,100.0
30921,Third Wave Coffee Roasters,0,0,4.4 ,1225,43,16,556,3,17,275.0
30922,Eat Street,0,0,4.2 ,1534,45,73,1715,3,17,250.0
30923,Zee5 Loft,1,0,4.4 ,362,45,16,664,3,17,125.0
30924,Bistro Claytopia,1,1,4.1 ,1855,40,16,488,3,17,150.0
30925,Occasions,1,0,4.3 ,190,43,0,230,3,17,200.0
30926,Lot Like Crepes,1,0,4.6 ,1026,46,20,592,3,17,150.0
30927,Carrots,1,1,4.1 ,601,45,24,1354,3,17,350.0
30928,CakeZone,0,0,3.9 ,124,43,0,230,3,17,200.0
30929,Tangerine - Davanam Sarovar Portico Suites,1,1,4.0 ,151,41,24,960,3,17,150.0
30930,Vegan Heat,1,0,4.1 ,313,40,86,1271,3,17,50.0
30931,Snow'ora,1,1,4.3 ,342,43,73,1059,3,17,100.0
30932,IceBreakers,0,0,4.5 ,493,45,37,1058,3,17,150.0
30933,Natural Ice Cream,0,0,4.5 ,941,40,37,1297,3,17,275.0
30934,Bite Me Cupcakes,1,0,4.1 ,192,43,37,1035,3,17,225.0
30935,Polar Bear,1,0,4.2 ,195,45,37,1061,3,17,50.0
30936,BelgYum,1,0,4.0 ,69,46,37,1035,3,17,325.0
30937,Smoor,1,0,4.2 ,602,46,37,1041,3,17,50.0
30938,Banchharam,0,0,3.9 ,140,46,82,2302,3,17,100.0
